cbsa,lat,lon
30860,41.88902,-111.787438
34860,31.62056,-94.62025
37860,30.608557,-87.158547
40860,43.612399,-73.060304
46860,40.125887,-109.517748
18880,30.594941,-86.358164
25880,41.927461,-84.637479
34880,41.293392,-70.102164
45880,31.308366,-103.712706
13900,46.887031,-100.979592
12900,35.737499,-91.559942
18900,35.952398,-84.994761
22900,35.429088,-94.448349
24900,33.491305,-90.113633
25900,19.597764,-155.502443
28900,42.683761,-121.646168
30900,40.753799,-86.355168
35900,36.208883,-81.166095
36900,41.031275,-92.409466
45900,44.952324,-85.90832
46900,34.08492,-99.24244
48900,34.253691,-78.041674
16940,41.29283,-104.660395
20940,33.040814,-115.3554
23940,44.191999,-105.517014
25940,32.386792,-80.830877
27940,58.37291,-134.178445
32940,32.219701,-88.670401
33940,38.407507,-108.266282
40940,32.931828,-109.87831
47940,42.536796,-92.471608
37950,45.590094,-84.986822
39960,45.437192,-91.852892
10980,44.894954,-83.426574
13980,37.121364,-80.531517
19980,37.688416,-99.884748
20980,33.168219,-92.598145
24980,33.637983,-89.714583
27980,20.855931,-156.60155
30980,32.431646,-94.684833
31980,40.515758,-85.654946
36980,37.664375,-87.147386
45980,31.798653,-85.941608
47980,44.966285,-97.198837
